model,outcome,relative_path,size_bytes,task_directory
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/c3bea273-81bb-4cc4-a11e-b80e660803d4_s1.mp4,439531,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/c73d16be-cfe1-4d6e-8442-9d8b3dcf0d52_s1.mp4,301226,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/ce252b62-cb10-434a-a4c1-2999fc9144df_s1.mp4,305742,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/e3d33b38-4e50-4209-aef7-13008acbe260_s1.mp4,347934,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/eda80c9a-8670-43fc-812a-5d79ad9c1229_s1.mp4,353045,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/ef017a83-90a0-4a01-877a-9a0139b8fce8_s1.mp4,326303,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/fb976b7c-81e6-4df1-9d01-5d6503f227b5_s1.mp4,375235,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/03f0b345-7353-49ef-8562-750c04af3ae3_s1.mp4,316506,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/0f9429ca-e73e-4ba6-b760-358ef25629dc_s1.mp4,290862,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/1bc5eaaa-4567-438b-a86b-c195b70ac20d_s1.mp4,363195,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/22942629-a2d1-4727-9b7d-7f79a90591cc_s1.mp4,276241,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/23b7720d-6453-4516-a127-6d4b58874f3d_s1.mp4,281045,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/328e1e54-62f4-437b-bd66-00dbd3c0a0c1_s1.mp4,280991,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/4c204ba2-517d-438b-8e23-7d7e8bdc207a_s1.mp4,281948,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/59596c16-570d-4dd9-865d-cfd13e15531d_s1.mp4,295592,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/68410ab3-8c46-49b4-9ba8-21ba48f61bce_s1.mp4,279846,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/6da4519a-7e83-448c-8ca8-b6b8c55d55e0_s1.mp4,290513,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/937df5b8-3cff-46d0-bfeb-4d0ab117e289_s1.mp4,284619,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/94b0878d-42b4-4716-af46-60b06a70678f_s1.mp4,278780,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/9dfee41e-b603-4a25-bd53-e3e21dd2e707_s1.mp4,271715,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/aa586e66-c3fc-4441-9cdc-1071c479af91_s1.mp4,282436,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/ccd38af6-1c94-41c0-83a4-bbe0dfc579a8_s1.mp4,273117,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/d10ae4fb-153b-4159-884e-db94b818b6c9_s1.mp4,289582,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/d2f66a6e-dcb6-40b2-b1ec-23d6bd27238b_s1.mp4,293845,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/d36e850b-0ced-421b-8f8e-d497932836e9_s1.mp4,292152,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/deb7dd62-9279-4902-b760-c84a63d754ee_s1.mp4,276593,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/07_pick_up_the_milk_and_place_it_in_the_basket/fc746e6f-a1ca-4d18-9f85-a49d5ca97174_s1.mp4,283521,07_pick_up_the_milk_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/041bb115-81f4-46c2-ab4c-e3d23d6f2fbb_s1.mp4,317278,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/04c7a8a7-dbb7-497c-a87e-c91518bb4480_s1.mp4,307863,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/1058e830-1d15-4c8d-bd44-81e969c24847_s1.mp4,351610,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/19591169-54a7-4b11-bcac-7a02b75f72e0_s1.mp4,311664,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/3a638ab5-cb43-4ed0-bad6-23d7823dabbd_s1.mp4,324149,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/3e118506-61ce-40a9-ada0-aedc96aba1a9_s1.mp4,343158,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/44587a2f-4f3d-4859-b277-70e557e5084b_s1.mp4,322768,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/4d703ad0-6c90-42f7-9e7d-6db0bae2f901_s1.mp4,330515,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/4f8c8304-9646-4111-9583-a5ee7600ffd8_s1.mp4,311436,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/63a10680-4568-401e-9c2d-f99db08087d0_s1.mp4,300350,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/696ce4af-a793-43fb-8655-13804258e2be_s1.mp4,311577,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/69f1158a-9bc2-42bd-a68c-e07194214a4f_s1.mp4,299694,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,fail,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/743c2768-aa77-442b-a7b5-28ff772e7b11_s0.mp4,1132269,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/a94271b7-0255-4062-ae1e-a0bb1c4a5420_s1.mp4,321623,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/bca4b708-e9b8-4e2e-a6d9-42c17cebc5b2_s1.mp4,355007,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/d0353854-1250-4da5-a3bd-381476630665_s1.mp4,303135,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/d4828829-9a02-4aca-96b2-3b6729e2b7bf_s1.mp4,308734,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/e3cda3b6-6d59-4721-8d4a-78752633738e_s1.mp4,313276,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/f5ec849f-c491-4bdd-896a-03a02231a366_s1.mp4,307411,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/ffbbfba2-9976-42ff-a009-ba7e79555377_s1.mp4,329358,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/1193f710-f46d-4d19-91fe-dbc095fab6b0_s1.mp4,289251,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/1fc997cb-56ad-4197-976e-aeb0eca63503_s1.mp4,265785,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/239b7540-ebda-4565-9700-d35ffd6dc61b_s1.mp4,281633,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/30417df7-9cd2-451f-a2db-cdeb58b68697_s1.mp4,263761,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/32790942-f5a0-49f0-9311-55caec62d9e2_s1.mp4,272367,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/5553fd12-c3e7-46d1-9f80-57ce19878c54_s1.mp4,275120,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/55d8f4db-e34f-4b71-857e-8c79c4d6cbae_s1.mp4,309936,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/5bc9f730-d437-40e2-a08b-ae39d39f70ce_s1.mp4,270139,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/6162f2c6-5266-4266-9627-29d6436df356_s1.mp4,255731,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/6b29bb3b-4777-4b8b-befb-38aa0d7784a6_s1.mp4,267188,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/75e64d4d-e2bc-41b2-8460-ac500ce8e768_s1.mp4,306153,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/8182cf72-fb22-4188-90f7-36292fac14b2_s1.mp4,268678,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/939c0cdc-5b96-434f-950c-2099d138a5cb_s1.mp4,269192,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/985d1cbc-2ad7-4a77-8316-5767d5b7c5c5_s1.mp4,276444,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/a57a3487-6657-4cab-979f-10e693e98b09_s1.mp4,249149,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/b0f85009-2a34-4ff9-8bbf-6622644d4d37_s1.mp4,256917,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/b7133b69-3da2-4902-b159-7a54d6862622_s1.mp4,302113,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/be6e2423-ad56-479d-9f1d-fd3c9dd890ec_s1.mp4,300976,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/db055803-8b47-4d35-9288-2c9980cd06e0_s1.mp4,372748,09_pick_up_the_orange_juice_and_place_it_in_the_basket
baseline,success,baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/fe9b99fe-279d-4512-878e-248090999e8e_s1.mp4,259167,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/0105cce3-ce3a-4c9e-a514-52c63e968def_s1.mp4,332714,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/10b124a6-91a8-4e34-8086-b08d91ff0d2c_s1.mp4,331165,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/10b794ef-21d7-4a54-9314-c720ee9b34d5_s1.mp4,513491,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/30c43cf4-1628-4781-8a79-5c8cff0866b0_s1.mp4,275070,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/32ba32ac-4161-4a5d-86e0-f0a28f5c64bf_s1.mp4,311716,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/3c2b592a-ec09-4bfc-82f3-e8e7cc5bf548_s1.mp4,274333,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/44ae57ee-a958-4985-8bee-e7a38e4cc3cf_s1.mp4,352439,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/456160d6-cbc4-4121-a6ba-0499c6113458_s1.mp4,327857,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/56114eb2-0863-4797-90d5-b0701d30ad58_s1.mp4,302349,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/6eda39f8-c6f4-4ed5-8dcb-ec6c3d0e385e_s1.mp4,308029,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/7c841337-039c-4e57-8492-6789aeb60744_s1.mp4,319304,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/9f1fbd5a-5099-4584-afdf-1cc519fe2586_s1.mp4,648838,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/b4e32188-d4ae-4f8d-b826-ac6d4424d9b4_s1.mp4,395379,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/b7ee90c6-aaed-4c73-888a-33c5a777cd52_s1.mp4,329926,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/c4253723-f09f-4747-b0c8-308d7a9b9707_s1.mp4,341580,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/dce1faac-e851-4092-811f-5111b30d0863_s1.mp4,335560,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/e068932e-41b4-4523-b5dc-021a978ceb72_s1.mp4,276110,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/f4a545d1-769f-4d50-9401-07a957f72cca_s1.mp4,330511,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/f63f0b05-dc72-43c3-8cdb-ad0364a80f03_s1.mp4,298950,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/f6e0052b-3ca4-4b22-b775-be907b3f99c1_s1.mp4,311824,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/f92b27da-173c-4fee-bebc-c3c404eb211e_s1.mp4,276987,00_pick_up_the_alphabet_soup_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/1ac0abe2-f312-48dd-aa3c-b220742e41c5_s1.mp4,302069,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/2d0ec88d-1529-4175-8e6d-579f3eb834b0_s1.mp4,353262,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/39f3ff4a-2f33-4e34-a6c8-d0edbef59eea_s1.mp4,404729,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/3cb9d3b9-34d2-43b5-bdd6-7ddfdc456108_s1.mp4,335488,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/40687561-7059-4795-90b0-46f5a98d0489_s1.mp4,298710,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/4c46b01c-dcee-4da9-ad63-c8b1beea9702_s1.mp4,362050,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/54ba84a3-5b2d-43e6-baea-45bb27c8b569_s1.mp4,296928,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/6d921fb6-6b72-4598-be99-b3e7c540bbad_s1.mp4,357392,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/7c1521d0-2a39-4f3e-9a1c-0469720acb92_s1.mp4,293161,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/7eaf4de6-16d5-4814-8a3d-729ae09f2c94_s1.mp4,301246,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/8dbaa179-6093-40a9-9415-cfd2d13dc906_s1.mp4,334468,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/8f4753f7-7db4-4634-aef1-1fdf008044b2_s1.mp4,275629,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/9bf92773-fc88-4f59-a7b5-d7c80f14ea29_s1.mp4,625759,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/9e536e8c-732a-424d-a065-89a90769a7dc_s1.mp4,358978,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/a0224839-106e-4263-a718-bab179f72259_s1.mp4,290519,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/c8f000db-bcc1-48e7-9952-e469557bacb1_s1.mp4,330547,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/d297531e-1c56-4fbc-b657-2b52127d0db5_s1.mp4,309257,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/eb284150-b14d-4b22-b37d-b62420e54acf_s1.mp4,298154,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/f3bd3f0e-b05c-44b3-b9b4-32ea29381235_s1.mp4,341242,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/fe2b7afb-be4c-45a9-b126-52ab81c988b9_s1.mp4,303563,01_pick_up_the_cream_cheese_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/02850a77-9099-42d6-838a-8dc6108c5113_s1.mp4,296125,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/04930a9d-d17c-4ddf-ac55-9418bb8e2784_s1.mp4,343248,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/077262c6-c493-45af-b1c5-9ff4fbc46c2b_s1.mp4,257859,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/087374b4-e448-477c-b03a-b087e24c2c0b_s1.mp4,282999,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/0e6b5c17-c7a4-4007-bdbd-a2f08ba5ad1d_s1.mp4,271571,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/1d7e6b65-c891-48ad-b5ce-82909bb51281_s1.mp4,275940,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/4254b6de-8828-4647-a210-279ecc60d2f2_s1.mp4,251247,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/4d476f39-f3a1-4689-bf82-58107b580a2c_s1.mp4,275726,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/4e7816f2-c40f-4253-b604-b11a9cf5e874_s1.mp4,283912,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/8aeadacd-455c-4156-ac97-8bc0848939c3_s1.mp4,287073,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/8e3d92ba-971b-430a-b06b-c548ea0c3a40_s1.mp4,569848,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/b2021f7e-5820-4bbb-95a3-68f3527cc543_s1.mp4,258257,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/b6009a71-99e5-4006-9705-ca5d6503181a_s1.mp4,274964,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/c2bd05d6-c478-4ea3-aa24-dd9331121eda_s1.mp4,286677,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/d1198822-2ec3-4249-90be-ab2dfe0c8977_s1.mp4,283741,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/e53a5652-8ba1-4f67-b8a6-8c7dc0a7d3e8_s1.mp4,296013,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/e5eee067-240b-44dd-9e84-100fdc9305d0_s1.mp4,278825,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/ec4a0dcb-5220-43a0-9bdf-5757e6b8000b_s1.mp4,245114,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/efee7726-fb32-4233-a59a-a99cf29986ff_s1.mp4,261955,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/f6b21690-ace9-4125-a5a0-c8ab6d81e096_s1.mp4,276183,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/0cdae0cf-cafd-4183-b710-cf9040d26118_s1.mp4,292599,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/359363ef-395a-4d05-810f-78d418bf2fbb_s1.mp4,286748,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/3d6aea84-7e4c-4751-9227-4a1ef5711114_s1.mp4,286146,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/44696efb-e5b9-407f-8607-dfc19d2714ad_s1.mp4,1058629,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/61868584-a5b3-4b13-ba73-4d8835217e55_s1.mp4,264293,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/6a864247-1f87-48c1-9cf0-693da82f489f_s1.mp4,269532,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/725cef5c-3155-4969-a90c-131d298d1094_s1.mp4,272978,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
